id,name_en,name_he,name_ru,source,category,brand,calories,protein,carbs,fat,fiber,sugars,sodium,has_image
usda_175242,"Beans, kidney, red, mature seeds, cooked, boiled, with salt","מלח — Beans, kidney, red, mature seeds, cooked, boiled, with salt","Соль — Beans, kidney, red, mature seeds, cooked, boiled, with salt",USDA_SR_Legacy,meat,,127,8.67,22.8,0.5,7.4,,238,yes
usda_175194,"Beans, kidney, red, mature seeds, cooked, boiled, without salt","מלח — Beans, kidney, red, mature seeds, cooked, boiled, without salt","Соль — Beans, kidney, red, mature seeds, cooked, boiled, without salt",USDA_SR_Legacy,meat,,127,8.67,22.8,0.5,7.4,,2,yes
usda_173744,"Beans, kidney, red, mature seeds, raw","כליה — Beans, kidney, red, mature seeds, raw","Почка — Beans, kidney, red, mature seeds, raw",USDA_SR_Legacy,meat,,337,22.53,61.29,1.06,15.2,,12,yes
usda_173747,"Beans, navy, mature seeds, canned","משימורים — Beans, navy, mature seeds, canned","Консервированный — Beans, navy, mature seeds, canned",USDA_SR_Legacy,legumes,,113,7.53,20.45,0.43,5.1,,336,yes
usda_173794,"Beans, navy, mature seeds, cooked, boiled, with salt","מלח — Beans, navy, mature seeds, cooked, boiled, with salt","Соль — Beans, navy, mature seeds, cooked, boiled, with salt",USDA_SR_Legacy,legumes,,140,8.23,26.05,0.62,10.5,,237,yes
usda_173795,"Beans, pink, mature seeds, cooked, boiled, with salt","מלח — Beans, pink, mature seeds, cooked, boiled, with salt","Соль — Beans, pink, mature seeds, cooked, boiled, with salt",USDA_SR_Legacy,legumes,,149,9.06,27.91,0.49,5.3,,238,yes
usda_175198,"Beans, pink, mature seeds, cooked, boiled, without salt","מלח — Beans, pink, mature seeds, cooked, boiled, without salt","Соль — Beans, pink, mature seeds, cooked, boiled, without salt",USDA_SR_Legacy,legumes,,149,9.06,27.91,0.49,5.3,,2,yes
usda_173748,"Beans, pink, mature seeds, raw","שעועית — Beans, pink, mature seeds, raw","Зрелый — Beans, pink, mature seeds, raw",USDA_SR_Legacy,legumes,,343,20.96,64.19,1.13,12.7,,8,yes
usda_175247,"Beans, pinto, mature seeds, canned, solids and liquids, low sodium","משימורים — Beans, pinto, mature seeds, canned, solids and liquids, low sodium","Низкого натрия — Beans, pinto, mature seeds, canned, solids and liquids, low sodium",USDA_SR_Legacy,legumes,,82,4.6,15.18,0.56,4.6,,146,yes
usda_175200,"Beans, pinto, mature seeds, cooked, boiled, without salt","מלח — Beans, pinto, mature seeds, cooked, boiled, without salt","Соль — Beans, pinto, mature seeds, cooked, boiled, without salt",USDA_SR_Legacy,legumes,,143,9.01,26.22,0.65,9,,1,yes
usda_175199,"Beans, pinto, mature seeds, raw (Includes foods for USDA's Food Distribution Program)","שעועית — Beans, pinto, mature seeds, raw (Includes foods for USDA's Food Distribution Program)","Зрелый — Beans, pinto, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",USDA_SR_Legacy,legumes,,347,21.42,62.55,1.23,15.5,,12,yes
usda_175249,"Beans, white, mature seeds, cooked, boiled, with salt","מלח — Beans, white, mature seeds, cooked, boiled, with salt","Соль — Beans, white, mature seeds, cooked, boiled, with salt",USDA_SR_Legacy,legumes,,139,9.73,25.09,0.35,6.3,,242,yes
usda_175203,"Beans, white, mature seeds, cooked, boiled, without salt","מלח — Beans, white, mature seeds, cooked, boiled, without salt","Соль — Beans, white, mature seeds, cooked, boiled, without salt",USDA_SR_Legacy,legumes,,139,9.73,25.09,0.35,6.3,,6,yes
usda_175202,"Beans, white, mature seeds, raw","שעועית — Beans, white, mature seeds, raw","Зрелый — Beans, white, mature seeds, raw",USDA_SR_Legacy,legumes,,333,23.36,60.27,0.85,15.2,,16,yes
usda_175248,"Beans, yellow, mature seeds, cooked, boiled, with salt","מלח — Beans, yellow, mature seeds, cooked, boiled, with salt","Соль — Beans, yellow, mature seeds, cooked, boiled, with salt",USDA_SR_Legacy,legumes,,144,9.16,25.28,1.08,10.4,,241,yes
usda_173752,"Beans, yellow, mature seeds, cooked, boiled, without salt","מלח — Beans, yellow, mature seeds, cooked, boiled, without salt","Соль — Beans, yellow, mature seeds, cooked, boiled, without salt",USDA_SR_Legacy,legumes,,144,9.16,25.28,1.08,10.4,,5,yes
usda_173798,"Broadbeans (fava beans), mature seeds, cooked, boiled, with salt","פול — Broadbeans (fava beans), mature seeds, cooked, boiled, with salt","Бобы — Broadbeans (fava beans), mature seeds, cooked, boiled, with salt",USDA_SR_Legacy,legumes,,110,7.6,19.65,0.4,5.4,,241,yes
usda_173753,"Broadbeans (fava beans), mature seeds, cooked, boiled, without salt","פול — Broadbeans (fava beans), mature seeds, cooked, boiled, without salt","Бобы — Broadbeans (fava beans), mature seeds, cooked, boiled, without salt",USDA_SR_Legacy,legumes,,110,7.6,19.65,0.4,5.4,,5,yes
usda_175205,"Broadbeans (fava beans), mature seeds, raw","פול — Broadbeans (fava beans), mature seeds, raw","Бобы — Broadbeans (fava beans), mature seeds, raw",USDA_SR_Legacy,legumes,,341,26.12,58.29,1.53,25,,13,yes
usda_173755,Carob flour,קמח — Carob flour,Мука — Carob flour,USDA_SR_Legacy,grains,,222,4.62,88.88,0.65,39.8,,35,yes
usda_169886,"Chicken, meatless","עוף — Chicken, meatless","Курица — Chicken, meatless",USDA_SR_Legacy,vegan,,224,23.64,3.64,12.73,3.6,,709,yes
usda_175250,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium","חומוס — Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium","Нут — Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium",USDA_SR_Legacy,legumes,,88,4.92,13.49,1.95,4.4,,132,yes
usda_173799,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt","חומוס — Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt","Нут — Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",USDA_SR_Legacy,legumes,,164,8.86,27.42,2.59,7.6,,243,yes
usda_174203,"Crustaceans, crab, alaska king, imitation, made from surimi","סרטן — Crustaceans, crab, alaska king, imitation, made from surimi","Краб — Crustaceans, crab, alaska king, imitation, made from surimi",USDA_SR_Legacy,fish,,95,7.62,15,0.46,0.5,,529,yes
usda_171966,"Crustaceans, crab, blue, canned","סרטן — Crustaceans, crab, blue, canned","Краб — Crustaceans, crab, blue, canned",USDA_SR_Legacy,fish,,83,17.88,,0.74,,,563,yes
usda_174205,"Crustaceans, crab, blue, cooked, moist heat","סרטן — Crustaceans, crab, blue, cooked, moist heat","Краб — Crustaceans, crab, blue, cooked, moist heat",USDA_SR_Legacy,fish,,83,17.88,,0.74,,,395,yes
usda_174207,"Crustaceans, crayfish, mixed species, wild, cooked, moist heat","מבושל — Crustaceans, crayfish, mixed species, wild, cooked, moist heat","Варёный — Crustaceans, crayfish, mixed species, wild, cooked, moist heat",USDA_SR_Legacy,fish,,82,16.77,,1.2,,,94,yes
usda_174206,"Crustaceans, crayfish, mixed species, wild, raw","טרי — Crustaceans, crayfish, mixed species, wild, raw","Сырой — Crustaceans, crayfish, mixed species, wild, raw",USDA_SR_Legacy,fish,,77,15.97,,0.95,,,58,yes
usda_174209,"Crustaceans, lobster, northern, cooked, moist heat","לובסטר — Crustaceans, lobster, northern, cooked, moist heat","Омар — Crustaceans, lobster, northern, cooked, moist heat",USDA_SR_Legacy,fish,,89,19,,0.86,,,486,yes
usda_174208,"Crustaceans, lobster, northern, raw","לובסטר — Crustaceans, lobster, northern, raw","Омар — Crustaceans, lobster, northern, raw",USDA_SR_Legacy,fish,,77,16.52,,0.75,,,423,yes
usda_171972,"Crustaceans, shrimp, mixed species, canned","שרימפ — Crustaceans, shrimp, mixed species, canned","Креветка — Crustaceans, shrimp, mixed species, canned",USDA_SR_Legacy,fish,,100,20.42,,1.36,,,870,yes
usda_171970,"Crustaceans, shrimp, mixed species, cooked, breaded and fried","שרימפ — Crustaceans, shrimp, mixed species, cooked, breaded and fried","Креветка — Crustaceans, shrimp, mixed species, cooked, breaded and fried",USDA_SR_Legacy,fish,,242,21.39,11.47,12.28,0.4,,344,yes
usda_171971,"Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)","שרימפ — Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)","Креветка — Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)",USDA_SR_Legacy,fish,,119,22.78,1.52,1.7,,,947,yes
usda_174210,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)","שרימפ — Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)","Креветка — Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",USDA_SR_Legacy,fish,,71,13.61,0.91,1.01,,,566,yes
usda_174183,"Fish, anchovy, european, canned in oil, drained solids","אנשובי — Fish, anchovy, european, canned in oil, drained solids","Анчоус — Fish, anchovy, european, canned in oil, drained solids",USDA_SR_Legacy,fish,,210,28.89,,9.71,,,3668,yes
usda_171952,"Fish, carp, raw","דג — Fish, carp, raw","Рыба — Fish, carp, raw",USDA_SR_Legacy,fish,,127,17.83,,5.6,,,49,yes
usda_175166,"Fish, catfish, channel, farmed, cooked, dry heat","מבושל — Fish, catfish, channel, farmed, cooked, dry heat","Варёный — Fish, catfish, channel, farmed, cooked, dry heat",USDA_SR_Legacy,fish,,144,18.44,,7.19,,,119,yes
usda_175165,"Fish, catfish, channel, farmed, raw","דג — Fish, catfish, channel, farmed, raw","Рыба — Fish, catfish, channel, farmed, raw",USDA_SR_Legacy,fish,,119,15.23,,5.94,,,98,yes
usda_174188,"Fish, caviar, black and red, granular","קוויאר — Fish, caviar, black and red, granular","Икра — Fish, caviar, black and red, granular",USDA_SR_Legacy,fish,,264,24.6,4,17.9,,,1500,yes
usda_171954,"Fish, cisco, smoked","דג — Fish, cisco, smoked","Рыба — Fish, cisco, smoked",USDA_SR_Legacy,fish,,177,16.36,,11.9,,,481,yes
usda_174189,"Fish, cod, Atlantic, canned, solids and liquid","בקלה — Fish, cod, Atlantic, canned, solids and liquid","Треска — Fish, cod, Atlantic, canned, solids and liquid",USDA_SR_Legacy,fish,,105,22.76,,0.86,,,218,yes
usda_171956,"Fish, cod, Atlantic, cooked, dry heat","בקלה — Fish, cod, Atlantic, cooked, dry heat","Треска — Fish, cod, Atlantic, cooked, dry heat",USDA_SR_Legacy,fish,,105,22.83,,0.86,,,78,yes
usda_174190,"Fish, cod, Atlantic, dried and salted","בקלה — Fish, cod, Atlantic, dried and salted","Треска — Fish, cod, Atlantic, dried and salted",USDA_SR_Legacy,fish,,290,62.82,,2.37,,,7027,yes
usda_171955,"Fish, cod, Atlantic, raw","בקלה — Fish, cod, Atlantic, raw","Треска — Fish, cod, Atlantic, raw",USDA_SR_Legacy,fish,,82,17.81,,0.67,,,54,yes
usda_171990,"Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)","בקלה — Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)","Треска — Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)",USDA_SR_Legacy,fish,,85,18.73,,0.5,,,372,yes
usda_174192,"Fish, croaker, Atlantic, raw","דג — Fish, croaker, Atlantic, raw","Рыба — Fish, croaker, Atlantic, raw",USDA_SR_Legacy,fish,,104,17.78,,3.17,,,56,yes
usda_174193,"Fish, eel, mixed species, raw","דג — Fish, eel, mixed species, raw","Рыба — Fish, eel, mixed species, raw",USDA_SR_Legacy,fish,,184,18.44,,11.66,,,51,yes
usda_174197,"Fish, flatfish (flounder and sole species), cooked, dry heat","מבושל — Fish, flatfish (flounder and sole species), cooked, dry heat","Варёный — Fish, flatfish (flounder and sole species), cooked, dry heat",USDA_SR_Legacy,fish,,86,15.24,,2.37,,,363,yes
usda_174196,"Fish, flatfish (flounder and sole species), raw","דג — Fish, flatfish (flounder and sole species), raw","Рыба — Fish, flatfish (flounder and sole species), raw",USDA_SR_Legacy,fish,,70,12.41,,1.93,,,296,yes
usda_174198,"Fish, haddock, cooked, dry heat","מבושל — Fish, haddock, cooked, dry heat","Варёный — Fish, haddock, cooked, dry heat",USDA_SR_Legacy,fish,,90,19.99,,0.55,,,261,yes
usda_171964,"Fish, haddock, raw","דג — Fish, haddock, raw","Рыба — Fish, haddock, raw",USDA_SR_Legacy,fish,,74,16.32,,0.45,,,213,yes
usda_174199,"Fish, haddock, smoked","דג — Fish, haddock, smoked","Рыба — Fish, haddock, smoked",USDA_SR_Legacy,fish,,116,25.23,,0.96,,,763,yes
usda_174201,"Fish, halibut, Atlantic and Pacific, cooked, dry heat","הליבוט — Fish, halibut, Atlantic and Pacific, cooked, dry heat","Палтус — Fish, halibut, Atlantic and Pacific, cooked, dry heat",USDA_SR_Legacy,fish,,111,22.54,,1.61,,,82,yes
usda_174200,"Fish, halibut, Atlantic and Pacific, raw","הליבוט — Fish, halibut, Atlantic and Pacific, raw","Палтус — Fish, halibut, Atlantic and Pacific, raw",USDA_SR_Legacy,fish,,91,18.56,,1.33,,,68,yes
usda_171965,"Fish, halibut, Greenland, raw","הליבוט — Fish, halibut, Greenland, raw","Палтус — Fish, halibut, Greenland, raw",USDA_SR_Legacy,fish,,186,14.37,,13.84,,,80,yes
usda_175117,"Fish, herring, Atlantic, cooked, dry heat","הרינג — Fish, herring, Atlantic, cooked, dry heat","Селёдка — Fish, herring, Atlantic, cooked, dry heat",USDA_SR_Legacy,fish,,203,23.03,,11.59,,,115,yes
usda_173668,"Fish, herring, Atlantic, kippered","הרינג — Fish, herring, Atlantic, kippered","Селёдка — Fish, herring, Atlantic, kippered",USDA_SR_Legacy,fish,,217,24.58,,12.37,,,918,yes
usda_175118,"Fish, herring, Atlantic, pickled","הרינג — Fish, herring, Atlantic, pickled","Селёдка — Fish, herring, Atlantic, pickled",USDA_SR_Legacy,fish,,262,14.19,9.64,18,,,870,yes
usda_175116,"Fish, herring, Atlantic, raw","הרינג — Fish, herring, Atlantic, raw","Селёдка — Fish, herring, Atlantic, raw",USDA_SR_Legacy,fish,,158,17.96,,9.04,,,90,yes
usda_175119,"Fish, mackerel, Atlantic, raw","מקרל — Fish, mackerel, Atlantic, raw","Скумбрия — Fish, mackerel, Atlantic, raw",USDA_SR_Legacy,fish,,205,18.6,,13.89,,,90,yes
usda_171994,"Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat","מקרל — Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat","Скумбрия — Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat",USDA_SR_Legacy,fish,,201,25.73,,10.12,,,110,yes
usda_173672,"Fish, mackerel, Pacific and jack, mixed species, raw","מקרל — Fish, mackerel, Pacific and jack, mixed species, raw","Скумбрия — Fish, mackerel, Pacific and jack, mixed species, raw",USDA_SR_Legacy,fish,,158,20.07,,7.89,,,86,yes
usda_175121,"Fish, mackerel, jack, canned, drained solids","מקרל — Fish, mackerel, jack, canned, drained solids","Скумбрия — Fish, mackerel, jack, canned, drained solids",USDA_SR_Legacy,fish,,156,23.19,,6.3,,,379,yes
usda_173673,"Fish, mackerel, spanish, raw","מקרל — Fish, mackerel, spanish, raw","Скумбрия — Fish, mackerel, spanish, raw",USDA_SR_Legacy,fish,,139,19.29,,6.3,,,59,yes
usda_175123,"Fish, mullet, striped, raw","קיבה — Fish, mullet, striped, raw","Рубец — Fish, mullet, striped, raw",USDA_SR_Legacy,fish,,117,19.35,,3.79,,,65,yes
usda_175126,"Fish, ocean perch, Atlantic, cooked, dry heat","מבושל — Fish, ocean perch, Atlantic, cooked, dry heat","Варёный — Fish, ocean perch, Atlantic, cooked, dry heat",USDA_SR_Legacy,fish,,96,18.51,,1.87,,,347,yes
usda_175125,"Fish, ocean perch, Atlantic, raw","דג — Fish, ocean perch, Atlantic, raw","Рыба — Fish, ocean perch, Atlantic, raw",USDA_SR_Legacy,fish,,79,15.31,,1.54,,,287,yes
usda_173678,"Fish, perch, mixed species, raw","דג — Fish, perch, mixed species, raw","Рыба — Fish, perch, mixed species, raw",USDA_SR_Legacy,fish,,91,19.39,,0.92,,,62,yes
usda_173680,"Fish, pike, northern, raw","דג — Fish, pike, northern, raw","Рыба — Fish, pike, northern, raw",USDA_SR_Legacy,fish,,88,19.26,,0.69,,,39,yes
usda_173681,"Fish, pollock, Alaska, cooked, dry heat (may contain additives to retain moisture)","מבושל — Fish, pollock, Alaska, cooked, dry heat (may contain additives to retain moisture)","Влажность — Fish, pollock, Alaska, cooked, dry heat (may contain additives to retain moisture)",USDA_SR_Legacy,fish,,111,23.48,,1.18,,,419,yes
usda_175130,"Fish, pollock, Alaska, raw (may contain additives to retain moisture)","דג — Fish, pollock, Alaska, raw (may contain additives to retain moisture)","Влажность — Fish, pollock, Alaska, raw (may contain additives to retain moisture)",USDA_SR_Legacy,fish,,56,12.19,,0.41,,,333,yes
usda_175129,"Fish, pollock, Atlantic, raw","דג — Fish, pollock, Atlantic, raw","Рыба — Fish, pollock, Atlantic, raw",USDA_SR_Legacy,fish,,92,19.44,,0.98,,,86,yes
usda_173682,"Fish, pompano, florida, raw","דג — Fish, pompano, florida, raw","Рыба — Fish, pompano, florida, raw",USDA_SR_Legacy,fish,,164,18.48,,9.47,,,65,yes
usda_175131,"Fish, rockfish, Pacific, mixed species, cooked, dry heat","מבושל — Fish, rockfish, Pacific, mixed species, cooked, dry heat","Варёный — Fish, rockfish, Pacific, mixed species, cooked, dry heat",USDA_SR_Legacy,fish,,109,22.23,,1.62,,,89,yes
